soilBearingCapacity,loadsActing,ironQuality,sandType,noOfRows,noOfCols,noOfStairs,earthquakeLoad,windLoad,concreteMix,years,price
shallow,live,Medium,utility,3,4,18,notProne,200,5,22,46200000
shallow,live,Medium,fill,3,4,18,notProne,200,6,48,46200000
shallow,live,Medium,concrete,3,4,18,notProne,300,1,30,69600000
shallow,live,Medium,pit,3,4,18,notProne,300,2,27,69600000
shallow,live,Medium,utility,3,4,18,notProne,300,3,26,69600000
shallow,live,Medium,fill,3,4,18,notProne,300,4,25,69600000
shallow,live,Medium,concrete,3,4,18,notProne,300,5,27,69600000
shallow,live,Medium,pit,3,4,18,notProne,300,6,45,69600000
shallow,live,Medium,utility,3,4,18,notProne,500,1,48,115400000
shallow,live,Medium,fill,3,4,18,notProne,500,2,49,115400000
shallow,live,Medium,concrete,3,4,18,notProne,500,3,45,115400000
shallow,live,Medium,pit,3,4,18,notProne,500,4,50,115400000
shallow,live,Medium,utility,3,4,18,notProne,500,5,47,115400000
shallow,live,Medium,fill,3,4,18,notProne,500,6,44,115400000
shallow,live,Medium,concrete,6,2,2,prone,100,1,7,2000000
shallow,live,Medium,pit,6,2,2,prone,100,2,12,2000000
shallow,live,Medium,utility,6,2,2,prone,100,3,14,2000000
shallow,live,Medium,fill,6,2,2,prone,100,4,16,2000000
shallow,live,Medium,concrete,6,2,2,prone,100,5,7,2000000
shallow,live,Medium,pit,6,2,2,prone,100,6,18,2000000
shallow,live,Medium,utility,6,2,2,prone,200,1,14,4600000
shallow,live,Medium,fill,6,2,2,prone,200,2,14,4600000
shallow,live,Medium,concrete,6,2,2,prone,200,3,15,4600000
shallow,live,Medium,pit,6,2,2,prone,200,4,6,4600000
shallow,live,Medium,utility,6,2,2,prone,200,5,14,4600000
shallow,live,Medium,fill,6,2,2,prone,200,6,12,4600000
shallow,live,Medium,concrete,6,2,2,prone,300,1,18,7200000
shallow,live,Medium,pit,6,2,2,prone,300,2,8,7200000
shallow,live,Medium,utility,6,2,2,prone,300,3,9,7200000
shallow,live,Medium,fill,6,2,2,prone,300,4,19,7200000
shallow,live,Medium,concrete,6,2,2,prone,300,5,9,7200000
shallow,live,Medium,pit,6,2,2,prone,300,6,8,7200000
shallow,live,Medium,utility,6,2,2,prone,500,1,14,12400000
shallow,live,Medium,fill,6,2,2,prone,500,2,16,12400000
shallow,live,Medium,concrete,6,2,2,prone,500,3,18,12400000
shallow,live,Medium,pit,6,2,2,prone,500,4,7,12400000
shallow,live,Medium,utility,6,2,2,prone,500,5,14,12400000
shallow,live,Medium,fill,6,2,2,prone,500,6,13,12400000
shallow,live,Medium,concrete,6,2,2,notProne,100,1,55,2000000
shallow,live,Medium,pit,6,2,2,notProne,100,2,52,2000000
shallow,live,Medium,utility,6,2,2,notProne,100,3,48,2000000
shallow,live,Medium,fill,6,2,2,notProne,100,4,50,2000000
shallow,live,Medium,concrete,6,2,2,notProne,100,5,42,2000000
shallow,live,Medium,pit,6,2,2,notProne,100,6,40,2000000
shallow,live,Medium,utility,6,2,2,notProne,200,1,43,4600000
shallow,live,Medium,fill,6,2,2,notProne,200,2,44,4600000
shallow,live,Medium,concrete,6,2,2,notProne,200,3,40,4600000
shallow,live,Medium,pit,6,2,2,notProne,200,4,45,4600000
shallow,live,Medium,utility,6,2,2,notProne,200,5,42,4600000
shallow,live,Medium,fill,6,2,2,notProne,200,6,38,4600000
shallow,live,Medium,concrete,6,2,2,notProne,300,1,50,7200000
shallow,live,Medium,pit,6,2,2,notProne,300,2,47,7200000
shallow,live,Medium,utility,6,2,2,notProne,300,3,43,7200000
shallow,live,Medium,fill,6,2,2,notProne,300,4,45,7200000
shallow,live,Medium,concrete,6,2,2,notProne,300,5,37,7200000
shallow,live,Medium,pit,6,2,2,notProne,300,6,35,7200000
shallow,live,Medium,utility,6,2,2,notProne,500,1,38,12400000
shallow,live,Medium,fill,6,2,2,notProne,500,2,39,12400000
shallow,live,Medium,concrete,6,2,2,notProne,500,3,35,12400000
shallow,live,Medium,pit,6,2,2,notProne,500,4,40,12400000
shallow,live,Medium,utility,6,2,2,notProne,500,5,37,12400000
shallow,live,Medium,fill,6,2,2,notProne,500,6,33,12400000
shallow,live,Medium,concrete,6,2,6,prone,200,1,10,15000000
shallow,live,Medium,pit,6,2,6,prone,200,2,15,15000000
shallow,live,Medium,utility,6,2,6,prone,200,3,18,15000000
shallow,live,Medium,fill,6,2,6,prone,200,4,21,15000000
shallow,live,Medium,concrete,6,2,6,prone,200,5,9,15000000
shallow,live,Medium,pit,6,2,6,prone,200,6,20,15000000
shallow,live,Medium,utility,6,2,6,prone,300,1,16,22800000
shallow,live,Medium,fill,6,2,6,prone,300,2,18,23800000
shallow,live,Medium,concrete,6,2,6,prone,300,3,19,22800000
shallow,live,Medium,pit,6,2,6,prone,300,4,10,23800000
shallow,live,Medium,utility,6,2,6,prone,300,5,16,22800000
shallow,live,Medium,fill,6,2,6,prone,300,6,15,23800000
shallow,live,Medium,concrete,6,2,6,prone,500,1,20,38400000
shallow,live,Medium,pit,6,2,6,prone,500,2,10,38400000
shallow,live,Medium,utility,6,2,6,prone,500,3,11,38400000
shallow,live,Medium,fill,6,2,6,prone,500,4,20,38400000
shallow,live,Medium,concrete,6,2,6,prone,500,5,13,38400000
shallow,live,Medium,pit,6,2,6,prone,500,6,11,38400000
shallow,live,Medium,utility,6,2,6,notProne,100,1,45,7200000
shallow,live,Medium,fill,6,2,6,notProne,100,2,42,7200000
shallow,live,Medium,concrete,6,2,6,notProne,100,3,38,7200000
shallow,live,Medium,pit,6,2,6,notProne,100,4,40,7200000
shallow,live,Medium,utility,6,2,6,notProne,100,5,32,7200000
shallow,live,Medium,fill,6,2,6,notProne,100,6,30,7200000
shallow,live,Medium,concrete,6,2,6,notProne,200,1,33,15000000
shallow,live,Medium,pit,6,2,6,notProne,200,2,34,15000000
shallow,live,Medium,utility,6,2,6,notProne,200,3,30,15000000
shallow,live,Medium,fill,6,2,6,notProne,200,4,35,15000000
shallow,live,Medium,concrete,6,2,6,notProne,200,5,32,15000000
shallow,live,Medium,pit,6,2,6,notProne,200,6,28,15000000
shallow,live,Medium,utility,6,2,6,notProne,300,1,40,22800000
shallow,live,Medium,fill,6,2,6,notProne,300,2,37,23800000
shallow,live,Medium,concrete,6,2,6,notProne,300,3,33,22800000
shallow,live,Medium,pit,6,2,6,notProne,300,4,35,23800000
shallow,live,Medium,utility,6,2,6,notProne,300,5,27,22800000
shallow,live,Medium,fill,6,2,6,notProne,300,6,25,23800000
shallow,live,Medium,concrete,6,2,6,notProne,500,1,28,38400000
shallow,live,Medium,pit,6,2,6,notProne,500,2,29,38400000
shallow,live,Medium,utility,6,2,6,notProne,500,3,25,38400000
shallow,live,Medium,fill,6,2,6,notProne,500,4,30,38400000
shallow,live,Medium,concrete,6,2,6,notProne,500,5,27,38400000
shallow,live,Medium,pit,6,2,6,notProne,500,6,23,38400000
shallow,live,Medium,utility,6,2,10,prone,100,1,20,12400000
shallow,live,Medium,fill,6,2,10,prone,100,2,10,12400000
shallow,live,Medium,concrete,6,2,10,prone,100,3,13,12400000
shallow,live,Medium,pit,6,2,10,prone,100,4,15,12400000
shallow,live,Medium,utility,6,2,10,prone,100,5,20,12400000
shallow,live,Medium,fill,6,2,10,prone,100,6,16,12400000
shallow,live,Medium,concrete,6,2,10,prone,200,1,12,25400000
shallow,live,Medium,pit,6,2,10,prone,200,2,14,25400000
shallow,live,Medium,utility,6,2,10,prone,200,3,15,25400000
shallow,live,Medium,fill,6,2,10,prone,200,4,20,25400000
shallow,live,Medium,concrete,6,2,10,prone,200,5,16,25400000
shallow,live,Medium,pit,6,2,10,prone,200,6,12,25400000
shallow,live,Medium,utility,6,2,10,prone,300,1,15,38400000
shallow,live,Medium,fill,6,2,10,prone,300,2,6,38400000
shallow,live,Medium,concrete,6,2,10,prone,300,3,9,38400000
shallow,live,Medium,pit,6,2,10,prone,300,4,18,38400000
shallow,live,Medium,utility,6,2,10,prone,300,5,9,38400000
shallow,live,Medium,fill,6,2,10,prone,300,6,7,38400000
shallow,live,Medium,concrete,6,2,10,prone,500,1,17,64400000
shallow,live,Medium,pit,6,2,10,prone,500,2,14,64400000
shallow,live,Medium,utility,6,2,10,prone,500,3,11,64400000
shallow,live,Medium,fill,6,2,10,prone,500,4,14,64400000
shallow,live,Medium,concrete,6,2,10,prone,500,5,16,64400000
shallow,live,Medium,pit,6,2,10,prone,500,6,15,64400000
shallow,live,Medium,utility,6,2,10,notProne,100,1,40,12400000
shallow,live,Medium,fill,6,2,10,notProne,100,2,37,12400000
shallow,live,Medium,concrete,6,2,10,notProne,100,3,33,12400000
shallow,live,Medium,pit,6,2,10,notProne,100,4,35,12400000
shallow,live,Medium,utility,6,2,10,notProne,100,5,27,12400000
shallow,live,Medium,fill,6,2,10,notProne,100,6,25,12400000
shallow,live,Medium,concrete,6,2,10,notProne,200,1,38,25400000
shallow,live,Medium,pit,6,2,10,notProne,200,2,29,25400000
shallow,live,Medium,utility,6,2,10,notProne,200,3,25,25400000
shallow,live,Medium,fill,6,2,10,notProne,200,4,30,25400000
shallow,live,Medium,concrete,6,2,10,notProne,200,5,27,25400000
shallow,live,Medium,pit,6,2,10,notProne,200,6,23,25400000
shallow,live,Medium,utility,6,2,10,notProne,300,1,35,38400000
shallow,live,Medium,fill,6,2,10,notProne,300,2,32,38400000
shallow,live,Medium,concrete,6,2,10,notProne,300,3,27,38400000
shallow,live,Medium,pit,6,2,10,notProne,300,4,30,38400000
shallow,live,Medium,utility,6,2,10,notProne,300,5,32,38400000
shallow,live,Medium,fill,6,2,10,notProne,300,6,50,38400000
shallow,live,Medium,concrete,6,2,10,notProne,500,1,23,64400000
shallow,live,Medium,pit,6,2,10,notProne,500,2,24,64400000
shallow,live,Medium,utility,6,2,10,notProne,500,3,50,64400000
shallow,live,Medium,fill,6,2,10,notProne,500,4,25,64400000
shallow,live,Medium,concrete,6,2,10,notProne,500,5,22,64400000
shallow,live,Medium,pit,6,2,10,notProne,500,6,49,64400000
shallow,live,Medium,utility,6,2,14,prone,100,1,18,17600000
shallow,live,Medium,fill,6,2,14,prone,100,2,8,17600000
shallow,live,Medium,concrete,6,2,14,prone,100,3,12,17600000
shallow,live,Medium,pit,6,2,14,prone,100,4,13,17600000
shallow,live,Medium,utility,6,2,14,prone,100,5,20,17600000
shallow,live,Medium,fill,6,2,14,prone,100,6,14,17600000
shallow,live,Medium,concrete,6,2,14,prone,200,1,12,35800000
shallow,live,Medium,pit,6,2,14,prone,200,2,14,35800000
shallow,live,Medium,utility,6,2,14,prone,200,3,13,35800000
shallow,live,Medium,fill,6,2,14,prone,200,4,14,35800000
shallow,live,Medium,concrete,6,2,14,prone,200,5,12,35800000
shallow,live,Medium,pit,6,2,14,prone,200,6,11,35800000
shallow,live,Medium,utility,6,2,14,prone,300,1,14,54000000
shallow,live,Medium,fill,6,2,14,prone,300,2,18,54000000
shallow,live,Medium,concrete,6,2,14,prone,300,3,6,54000000
shallow,live,Medium,pit,6,2,14,prone,300,4,17,54000000
shallow,live,Medium,utility,6,2,14,prone,300,5,8,54000000
shallow,live,Medium,fill,6,2,14,prone,300,6,6,54000000
shallow,live,Medium,concrete,6,2,14,prone,500,1,15,90400000
shallow,live,Medium,pit,6,2,14,prone,500,2,14,90400000
shallow,live,Medium,utility,6,2,14,prone,500,3,12,90400000
shallow,live,Medium,fill,6,2,14,prone,500,4,13,90400000
shallow,live,Medium,concrete,6,2,14,prone,500,5,16,90400000
shallow,live,Medium,pit,6,2,14,prone,500,6,14,90400000
shallow,live,Medium,utility,6,2,14,notProne,100,1,28,17600000
shallow,live,Medium,fill,6,2,14,notProne,100,2,25,17600000
shallow,live,Medium,concrete,6,2,14,notProne,100,3,21,17600000
shallow,live,Medium,pit,6,2,14,notProne,100,4,23,17600000
shallow,live,Medium,utility,6,2,14,notProne,100,5,25,17600000
shallow,live,Medium,fill,6,2,14,notProne,100,6,23,17600000
shallow,live,Medium,concrete,6,2,14,notProne,200,1,26,35800000
shallow,live,Medium,pit,6,2,14,notProne,200,2,49,35800000
shallow,live,Medium,utility,6,2,14,notProne,200,3,23,35800000
shallow,live,Medium,fill,6,2,14,notProne,200,4,48,35800000
shallow,live,Medium,concrete,6,2,14,notProne,200,5,45,35800000
shallow,live,Medium,pit,6,2,14,notProne,200,6,21,35800000
shallow,live,Medium,utility,6,2,14,notProne,300,1,23,54000000
shallow,live,Medium,fill,6,2,14,notProne,300,2,50,54000000
shallow,live,Medium,concrete,6,2,14,notProne,300,3,49,54000000
shallow,live,Medium,pit,6,2,14,notProne,300,4,48,54000000
shallow,live,Medium,utility,6,2,14,notProne,300,5,50,54000000
shallow,live,Medium,fill,6,2,14,notProne,300,6,48,54000000
shallow,live,Medium,concrete,6,2,14,notProne,500,1,21,90400000
shallow,live,Medium,pit,6,2,14,notProne,500,2,22,90400000
shallow,live,Medium,utility,6,2,14,notProne,500,3,48,90400000
shallow,live,Medium,fill,6,2,14,notProne,500,4,23,90400000
shallow,live,Medium,concrete,6,2,14,notProne,500,5,50,90400000
shallow,live,Medium,pit,6,2,14,notProne,500,6,47,90400000
shallow,live,Medium,utility,6,2,18,prone,100,1,15,22800000
shallow,live,Medium,fill,6,2,18,prone,100,2,20,22800000
shallow,live,Medium,concrete,6,2,18,prone,100,3,9,22800000
shallow,live,Medium,pit,6,2,18,prone,100,4,10,22800000
shallow,live,Medium,utility,6,2,18,prone,100,5,16,22800000
shallow,live,Medium,fill,6,2,18,prone,100,6,13,22800000
shallow,live,Medium,concrete,6,2,18,prone,200,1,14,46200000
shallow,live,Medium,pit,6,2,18,prone,200,2,12,46200000
shallow,live,Medium,utility,6,2,18,prone,200,3,13,46200000
shallow,live,Medium,fill,6,2,18,prone,200,4,13,46200000
shallow,live,Medium,concrete,6,2,18,prone,200,5,10,46200000
shallow,live,Medium,pit,6,2,18,prone,200,6,9,46200000
shallow,live,Medium,utility,6,2,18,prone,300,1,14,69600000
shallow,live,Medium,fill,6,2,18,prone,300,2,15,69600000
shallow,live,Medium,concrete,6,2,18,prone,300,3,17,69600000
shallow,live,Medium,pit,6,2,18,prone,300,4,14,69600000
shallow,live,Medium,utility,6,2,18,prone,300,5,20,69600000
shallow,live,Medium,fill,6,2,18,prone,300,6,18,69600000
shallow,live,Medium,concrete,6,2,18,prone,500,1,12,115400000
shallow,live,Medium,pit,6,2,18,prone,500,2,11,115400000
shallow,live,Medium,utility,6,2,18,prone,500,3,10,115400000
shallow,live,Medium,fill,6,2,18,prone,500,4,12,115400000
shallow,live,Medium,concrete,6,2,18,prone,500,5,14,115400000
shallow,live,Medium,pit,6,2,18,prone,500,6,12,115400000
shallow,live,Medium,utility,6,2,18,notProne,100,1,25,22800000
shallow,live,Medium,fill,6,2,18,notProne,100,2,22,22800000
shallow,live,Medium,concrete,6,2,18,notProne,100,3,48,22800000
shallow,live,Medium,pit,6,2,18,notProne,100,4,50,22800000
shallow,live,Medium,utility,6,2,18,notProne,100,5,22,22800000
shallow,live,Medium,fill,6,2,18,notProne,100,6,50,22800000
shallow,live,Medium,concrete,6,2,18,notProne,200,1,43,46200000
shallow,live,Medium,pit,6,2,18,notProne,200,2,44,46200000
shallow,live,Medium,utility,6,2,18,notProne,200,3,40,46200000
shallow,live,Medium,fill,6,2,18,notProne,200,4,45,46200000
shallow,live,Medium,concrete,6,2,18,notProne,200,5,42,46200000
shallow,live,Medium,pit,6,2,18,notProne,200,6,48,46200000
shallow,live,Medium,utility,6,2,18,notProne,300,1,50,69600000
shallow,live,Medium,fill,6,2,18,notProne,300,2,47,69600000
shallow,live,Medium,concrete,6,2,18,notProne,300,3,46,69600000
shallow,live,Medium,pit,6,2,18,notProne,300,4,45,69600000
shallow,live,Medium,utility,6,2,18,notProne,300,5,47,69600000
shallow,live,Medium,fill,6,2,18,notProne,300,6,45,69600000
shallow,live,Medium,concrete,6,2,18,notProne,500,1,48,115400000
shallow,live,Medium,pit,6,2,18,notProne,500,2,49,115400000
shallow,live,Medium,utility,6,2,18,notProne,500,3,45,115400000
shallow,live,Medium,fill,6,2,18,notProne,500,4,47,115400000
shallow,live,Medium,concrete,6,2,18,notProne,500,5,50,115400000
shallow,live,Medium,pit,6,2,18,notProne,500,6,40,115400000
shallow,live,Medium,utility,6,4,2,prone,100,1,8,2000000
shallow,live,Medium,fill,6,4,2,prone,100,2,13,2000000
shallow,live,Medium,concrete,6,4,2,prone,100,3,16,2000000
shallow,live,Medium,pit,6,4,2,prone,100,4,17,2000000
shallow,live,Medium,utility,6,4,2,prone,100,5,7,2000000
shallow,live,Medium,fill,6,4,2,prone,100,6,18,2000000
shallow,live,Medium,concrete,6,4,2,prone,200,1,18,4600000
shallow,live,Medium,pit,6,4,2,prone,200,2,14,4600000
shallow,live,Medium,utility,6,4,2,prone,200,3,16,4600000
shallow,live,Medium,fill,6,4,2,prone,200,4,7,4600000
shallow,live,Medium,concrete,6,4,2,prone,200,5,14,4600000
shallow,live,Medium,pit,6,4,2,prone,200,6,13,4600000
shallow,live,Medium,utility,6,4,2,prone,300,1,17,7200000
shallow,live,Medium,fill,6,4,2,prone,300,2,8,7200000
shallow,live,Medium,concrete,6,4,2,prone,300,3,9,7200000
shallow,live,Medium,pit,6,4,2,prone,300,4,18,7200000
shallow,live,Medium,utility,6,4,2,prone,300,5,15,7200000
shallow,live,Medium,fill,6,4,2,prone,300,6,8,7200000
shallow,live,Medium,concrete,6,4,2,prone,500,1,14,12400000
shallow,live,Medium,pit,6,4,2,prone,500,2,16,12400000
shallow,live,Medium,utility,6,4,2,prone,500,3,17,12400000
shallow,live,Medium,fill,6,4,2,prone,500,4,7,12400000
shallow,live,Medium,concrete,6,4,2,prone,500,5,14,12400000
shallow,live,Medium,pit,6,4,2,prone,500,6,13,12400000
shallow,live,Medium,utility,6,4,2,notProne,100,1,45,2000000
shallow,live,Medium,fill,6,4,2,notProne,100,2,42,2000000
shallow,live,Medium,concrete,6,4,2,notProne,100,3,38,2000000
shallow,live,Medium,pit,6,4,2,notProne,100,4,40,2000000
shallow,live,Medium,utility,6,4,2,notProne,100,5,32,2000000
shallow,live,Medium,fill,6,4,2,notProne,100,6,30,2000000
shallow,live,Medium,concrete,6,4,2,notProne,200,1,33,4600000
shallow,live,Medium,pit,6,4,2,notProne,200,2,34,4600000
shallow,live,Medium,utility,6,4,2,notProne,200,3,30,4600000
shallow,live,Medium,fill,6,4,2,notProne,200,4,35,4600000
shallow,live,Medium,concrete,6,4,2,notProne,200,5,32,4600000
shallow,live,Medium,pit,6,4,2,notProne,200,6,28,4600000
shallow,live,Medium,utility,6,4,2,notProne,300,1,40,7200000
shallow,live,Medium,fill,6,4,2,notProne,300,2,37,7200000
shallow,live,Medium,concrete,6,4,2,notProne,300,3,33,7200000
shallow,live,Medium,pit,6,4,2,notProne,300,4,35,7200000
shallow,live,Medium,utility,6,4,2,notProne,300,5,27,7200000
shallow,live,Medium,fill,6,4,2,notProne,300,6,25,7200000
shallow,live,Medium,concrete,6,4,2,notProne,500,1,28,12400000
shallow,live,Medium,pit,6,4,2,notProne,500,2,29,12400000
shallow,live,Medium,utility,6,4,2,notProne,500,3,25,12400000
shallow,live,Medium,fill,6,4,2,notProne,500,4,30,12400000
shallow,live,Medium,concrete,6,4,2,notProne,500,5,27,12400000
shallow,live,Medium,pit,6,4,2,notProne,500,6,23,12400000
shallow,live,Medium,utility,6,4,6,prone,200,1,14,15000000
shallow,live,Medium,fill,6,4,6,prone,200,2,19,15000000
shallow,live,Medium,concrete,6,4,6,prone,200,3,22,15000000
shallow,live,Medium,pit,6,4,6,prone,200,4,24,15000000
shallow,live,Medium,utility,6,4,6,prone,200,5,12,15000000
shallow,live,Medium,fill,6,4,6,prone,200,6,9,15000000
shallow,live,Medium,concrete,6,4,6,prone,300,1,20,22800000
shallow,live,Medium,pit,6,4,6,prone,300,2,7,23800000
shallow,live,Medium,utility,6,4,6,prone,300,3,8,22800000
shallow,live,Medium,fill,6,4,6,prone,300,4,14,23800000
shallow,live,Medium,concrete,6,4,6,prone,300,5,6,22800000
shallow,live,Medium,pit,6,4,6,prone,300,6,19,23800000
shallow,live,Medium,utility,6,4,6,prone,500,1,9,38400000
shallow,live,Medium,fill,6,4,6,prone,500,2,14,38400000
shallow,live,Medium,concrete,6,4,6,prone,500,3,16,38400000
shallow,live,Medium,pit,6,4,6,prone,500,4,10,38400000
shallow,live,Medium,utility,6,4,6,prone,500,5,17,38400000
shallow,live,Medium,fill,6,4,6,prone,500,6,15,38400000
shallow,live,Medium,concrete,6,4,6,notProne,100,1,25,7200000
shallow,live,Medium,pit,6,4,6,notProne,100,2,32,7200000
shallow,live,Medium,utility,6,4,6,notProne,100,3,28,7200000
shallow,live,Medium,fill,6,4,6,notProne,100,4,30,7200000
shallow,live,Medium,concrete,6,4,6,notProne,100,5,22,7200000
shallow,live,Medium,pit,6,4,6,notProne,100,6,50,7200000
shallow,live,Medium,utility,6,4,6,notProne,200,1,23,15000000
shallow,live,Medium,fill,6,4,6,notProne,200,2,24,15000000
shallow,live,Medium,concrete,6,4,6,notProne,200,3,50,15000000
shallow,live,Medium,pit,6,4,6,notProne,200,4,35,15000000
shallow,live,Medium,utility,6,4,6,notProne,200,5,22,15000000
shallow,live,Medium,fill,6,4,6,notProne,200,6,28,15000000
shallow,live,Medium,concrete,6,4,6,notProne,300,1,30,22800000
shallow,live,Medium,pit,6,4,6,notProne,300,2,27,23800000
shallow,live,Medium,utility,6,4,6,notProne,300,3,23,22800000
shallow,live,Medium,fill,6,4,6,notProne,300,4,25,23800000
shallow,live,Medium,concrete,6,4,6,notProne,300,5,27,22800000
shallow,live,Medium,pit,6,4,6,notProne,300,6,45,23800000
shallow,live,Medium,utility,6,4,6,notProne,500,1,48,38400000
shallow,live,Medium,fill,6,4,6,notProne,500,2,29,38400000
shallow,live,Medium,concrete,6,4,6,notProne,500,3,25,38400000
shallow,live,Medium,pit,6,4,6,notProne,500,4,50,38400000
shallow,live,Medium,utility,6,4,6,notProne,500,5,27,38400000
shallow,live,Medium,fill,6,4,6,notProne,500,6,23,38400000
shallow,live,Medium,concrete,6,4,10,prone,100,1,9,12400000
shallow,live,Medium,pit,6,4,10,prone,100,2,14,12400000
shallow,live,Medium,utility,6,4,10,prone,100,3,18,12400000
shallow,live,Medium,fill,6,4,10,prone,100,4,19,12400000
shallow,live,Medium,concrete,6,4,10,prone,100,5,9,12400000
shallow,live,Medium,pit,6,4,10,prone,100,6,20,12400000
shallow,live,Medium,utility,6,4,10,prone,200,1,16,25400000
shallow,live,Medium,fill,6,4,10,prone,200,2,18,25400000
shallow,live,Medium,concrete,6,4,10,prone,200,3,19,25400000
shallow,live,Medium,pit,6,4,10,prone,200,4,20,25400000
shallow,live,Medium,utility,6,4,10,prone,200,5,16,25400000
shallow,live,Medium,fill,6,4,10,prone,200,6,14,25400000
shallow,live,Medium,concrete,6,4,10,prone,300,1,19,38400000
shallow,live,Medium,pit,6,4,10,prone,300,2,9,38400000
shallow,live,Medium,utility,6,4,10,prone,300,3,11,38400000
shallow,live,Medium,fill,6,4,10,prone,300,4,6,38400000
shallow,live,Medium,concrete,6,4,10,prone,300,5,12,38400000
shallow,live,Medium,pit,6,4,10,prone,300,6,10,38400000
shallow,live,Medium,utility,6,4,10,prone,500,1,19,64400000
shallow,live,Medium,fill,6,4,10,prone,500,2,18,64400000
shallow,live,Medium,concrete,6,4,10,prone,500,3,15,64400000
shallow,live,Medium,pit,6,4,10,prone,500,4,17,64400000
shallow,live,Medium,utility,6,4,10,prone,500,5,20,64400000
shallow,live,Medium,fill,6,4,10,prone,500,6,18,64400000
shallow,live,Medium,concrete,6,4,10,notProne,100,1,40,12400000
shallow,live,Medium,pit,6,4,10,notProne,100,2,37,12400000
shallow,live,Medium,utility,6,4,10,notProne,100,3,33,12400000
shallow,live,Medium,fill,6,4,10,notProne,100,4,35,12400000
shallow,live,Medium,concrete,6,4,10,notProne,100,5,27,12400000
shallow,live,Medium,pit,6,4,10,notProne,100,6,25,12400000
shallow,live,Medium,utility,6,4,10,notProne,200,1,28,25400000
shallow,live,Medium,fill,6,4,10,notProne,200,2,29,25400000
shallow,live,Medium,concrete,6,4,10,notProne,200,3,25,25400000
shallow,live,Medium,pit,6,4,10,notProne,200,4,30,25400000
shallow,live,Medium,utility,6,4,10,notProne,200,5,27,25400000
shallow,live,Medium,fill,6,4,10,notProne,200,6,23,25400000
shallow,live,Medium,concrete,6,4,10,notProne,300,1,35,38400000
shallow,live,Medium,pit,6,4,10,notProne,300,2,32,38400000
shallow,live,Medium,utility,6,4,10,notProne,300,3,27,38400000
shallow,live,Medium,fill,6,4,10,notProne,300,4,30,38400000
shallow,live,Medium,concrete,6,4,10,notProne,300,5,32,38400000
shallow,live,Medium,pit,6,4,10,notProne,300,6,50,38400000
shallow,live,Medium,utility,6,4,10,notProne,500,1,23,64400000
shallow,live,Medium,fill,6,4,10,notProne,500,2,24,64400000
shallow,live,Medium,concrete,6,4,10,notProne,500,3,50,64400000
shallow,live,Medium,pit,6,4,10,notProne,500,4,25,64400000
shallow,live,Medium,utility,6,4,10,notProne,500,5,32,64400000
shallow,live,Medium,fill,6,4,10,notProne,500,6,29,64400000
shallow,live,Medium,concrete,6,4,14,prone,100,1,7,17600000
shallow,live,Medium,pit,6,4,14,prone,100,2,12,17600000
shallow,live,Medium,utility,6,4,14,prone,100,3,16,17600000
shallow,live,Medium,fill,6,4,14,prone,100,4,17,17600000
shallow,live,Medium,concrete,6,4,14,prone,100,5,7,17600000
shallow,live,Medium,pit,6,4,14,prone,100,6,18,17600000
shallow,live,Medium,utility,6,4,14,prone,200,1,14,35800000
shallow,live,Medium,fill,6,4,14,prone,200,2,16,35800000
shallow,live,Medium,concrete,6,4,14,prone,200,3,17,35800000
shallow,live,Medium,pit,6,4,14,prone,200,4,18,35800000
shallow,live,Medium,utility,6,4,14,prone,200,5,14,35800000
shallow,live,Medium,fill,6,4,14,prone,200,6,12,35800000
shallow,live,Medium,concrete,6,4,14,prone,300,1,17,54000000
shallow,live,Medium,pit,6,4,14,prone,300,2,7,54000000
shallow,live,Medium,utility,6,4,14,prone,300,3,9,54000000
shallow,live,Medium,fill,6,4,14,prone,300,4,19,54000000
shallow,live,Medium,concrete,6,4,14,prone,300,5,10,54000000
shallow,live,Medium,pit,6,4,14,prone,300,6,8,54000000
shallow,live,Medium,utility,6,4,14,prone,500,1,17,90400000
shallow,live,Medium,fill,6,4,14,prone,500,2,16,90400000
shallow,live,Medium,concrete,6,4,14,prone,500,3,13,90400000
shallow,live,Medium,pit,6,4,14,prone,500,4,15,90400000
shallow,live,Medium,utility,6,4,14,prone,500,5,18,90400000
shallow,live,Medium,fill,6,4,14,prone,500,6,16,90400000
shallow,live,Medium,concrete,6,4,14,notProne,100,1,38,17600000
shallow,live,Medium,pit,6,4,14,notProne,100,2,35,17600000
shallow,live,Medium,utility,6,4,14,notProne,100,3,31,17600000
shallow,live,Medium,fill,6,4,14,notProne,100,4,33,17600000
shallow,live,Medium,concrete,6,4,14,notProne,100,5,25,17600000
shallow,live,Medium,pit,6,4,14,notProne,100,6,23,17600000
shallow,live,Medium,utility,6,4,14,notProne,200,1,26,35800000
shallow,live,Medium,fill,6,4,14,notProne,200,2,27,35800000
shallow,live,Medium,concrete,6,4,14,notProne,200,3,23,35800000
shallow,live,Medium,pit,6,4,14,notProne,200,4,28,35800000
shallow,live,Medium,utility,6,4,14,notProne,200,5,35,35800000
shallow,live,Medium,fill,6,4,14,notProne,200,6,31,35800000
shallow,live,Medium,concrete,6,4,14,notProne,300,1,43,54000000
shallow,live,Medium,pit,6,4,14,notProne,300,2,40,54000000
shallow,live,Medium,utility,6,4,14,notProne,300,3,39,54000000
